序号	传输方向	时间戳	ID	帧格式	帧类型	长度	数据	
1280	接收	 13:24:30.743.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
1281	接收	 13:24:30.743.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
1282	接收	 13:24:30.743.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
1283	接收	 13:24:30.743.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
1284	接收	 13:24:30.743.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
1285	接收	 13:24:30.743.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
1286	接收	 13:24:30.743.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
1287	接收	 13:24:30.743.0	0x00000669	数据帧	标准帧	8	20 20 FA 00 00 20 E0 05 
1288	接收	 13:24:30.743.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 5B BE 98 
1289	接收	 13:24:30.743.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F B8 7F 
1290	接收	 13:24:30.743.0	0x00000738	数据帧	标准帧	6	01 9B 00 F2 03 00 
1291	接收	 13:24:30.743.0	0x00000739	数据帧	标准帧	8	08 2D 05 79 03 00 00 83 
1292	接收	 13:24:30.743.0	0x0000073a	数据帧	标准帧	8	3F 1C 3E F0 FF 00 08 7F 
1293	接收	 13:24:30.743.0	0x0000073b	数据帧	标准帧	8	60 02 8B FF 0D 00 46 02 
1294	接收	 13:24:30.743.0	0x00000766	数据帧	标准帧	8	C2 20 FE FF 7F FF 7F 00 
1295	接收	 13:24:30.743.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
1296	接收	 13:24:30.743.0	0x00000768	数据帧	标准帧	8	C2 E0 01 FF 7F FF 7F 00 
1297	接收	 13:24:30.743.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
1298	接收	 13:24:30.743.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
1299	接收	 13:24:30.743.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
1300	接收	 13:24:30.743.0	0x0000076c	数据帧	标准帧	8	C1 BA FC 86 7F FF 7F 10 
1301	接收	 13:24:30.743.0	0x0000076d	数据帧	标准帧	4	22 80 00 80 
1302	接收	 13:24:30.743.0	0x0000076e	数据帧	标准帧	8	C2 82 03 FF 7F FF 7F 0D 
1303	接收	 13:24:30.743.0	0x0000076f	数据帧	标准帧	4	DE 7F 00 80 
1304	接收	 13:24:30.743.0	0x00000728	数据帧	标准帧	3	01 08 00 
1305	接收	 13:24:30.821.0	0x00000440	数据帧	标准帧	8	00 00 29 00 00 00 00 00 
1306	接收	 13:24:30.821.0	0x00000700	数据帧	标准帧	8	00 00 00 01 01 00 07 00 
1307	接收	 13:24:30.821.0	0x00000760	数据帧	标准帧	8	00 86 26 00 00 00 00 00 
1308	接收	 13:24:30.821.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
1309	接收	 13:24:30.821.0	0x00000703	数据帧	标准帧	7	80 01 E7 00 EF FD DD 
1310	接收	 13:24:30.821.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
1311	接收	 13:24:30.821.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
1312	接收	 13:24:30.821.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
1313	接收	 13:24:30.821.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
1314	接收	 13:24:30.821.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
1315	接收	 13:24:30.821.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
1316	接收	 13:24:30.821.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
1317	接收	 13:24:30.821.0	0x00000669	数据帧	标准帧	8	20 20 FA 00 00 20 E0 05 
1318	接收	 13:24:30.821.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 5B 4E 57 
1319	接收	 13:24:30.853.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F 3F 7F 
1320	接收	 13:24:30.853.0	0x00000738	数据帧	标准帧	6	01 E5 00 F2 03 00 
1321	接收	 13:24:30.853.0	0x00000739	数据帧	标准帧	8	08 2E 05 78 03 F9 0F 83 
1322	接收	 13:24:30.853.0	0x0000073a	数据帧	标准帧	8	3F 1C 3F F0 FF 00 08 7F 
1323	接收	 13:24:30.853.0	0x0000073b	数据帧	标准帧	8	74 02 F8 FF F9 03 4A 02 
1324	接收	 13:24:30.853.0	0x00000766	数据帧	标准帧	8	C2 20 FE FF 7F FF 7F 00 
1325	接收	 13:24:30.853.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
1326	接收	 13:24:30.853.0	0x00000768	数据帧	标准帧	8	C2 E0 01 FF 7F FF 7F 00 
1327	接收	 13:24:30.853.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
1328	接收	 13:24:30.853.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
1329	接收	 13:24:30.853.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
1330	接收	 13:24:30.853.0	0x0000076c	数据帧	标准帧	8	C1 C2 FC 5F 7E FF 7F 0E 
1331	接收	 13:24:30.853.0	0x0000076d	数据帧	标准帧	4	25 80 00 80 
1332	接收	 13:24:30.853.0	0x0000076e	数据帧	标准帧	8	C2 82 03 FF 7F FF 7F 0D 
1333	接收	 13:24:30.853.0	0x0000076f	数据帧	标准帧	4	DE 7F 00 80 
1334	接收	 13:24:30.853.0	0x00000728	数据帧	标准帧	3	01 08 00 
1335	接收	 13:24:30.931.0	0x00000700	数据帧	标准帧	8	00 00 00 01 01 00 07 00 
1336	接收	 13:24:30.931.0	0x00000760	数据帧	标准帧	8	00 86 27 00 00 00 00 00 
1337	接收	 13:24:30.931.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
1338	接收	 13:24:30.931.0	0x00000703	数据帧	标准帧	7	80 01 DD 01 0E FE 23 
1339	接收	 13:24:30.931.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
1340	接收	 13:24:30.931.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
1341	接收	 13:24:30.931.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
1342	接收	 13:24:30.931.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
1343	接收	 13:24:30.931.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
1344	接收	 13:24:30.931.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
1345	接收	 13:24:30.931.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
1346	接收	 13:24:30.931.0	0x00000669	数据帧	标准帧	8	20 20 FA 00 00 20 E0 05 
1347	接收	 13:24:30.931.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 5A CA 23 
1348	接收	 13:24:30.931.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F B1 7E 
1349	接收	 13:24:30.931.0	0x00000738	数据帧	标准帧	6	01 30 00 F2 03 00 
1350	接收	 13:24:30.931.0	0x00000739	数据帧	标准帧	8	08 29 05 78 03 E8 0F 83 
1351	接收	 13:24:30.931.0	0x0000073a	数据帧	标准帧	8	3F 1C 40 F0 FF 00 08 7F 
1352	接收	 13:24:30.931.0	0x0000073b	数据帧	标准帧	8	7F 02 E4 00 DF 03 4E 02 
1353	接收	 13:24:30.931.0	0x00000766	数据帧	标准帧	8	C2 20 FE FF 7F FF 7F 00 
1354	接收	 13:24:30.931.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
1355	接收	 13:24:30.931.0	0x00000768	数据帧	标准帧	8	C2 E0 01 FF 7F FF 7F 00 
1356	接收	 13:24:30.931.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
1357	接收	 13:24:30.931.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
1358	接收	 13:24:30.931.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
1359	接收	 13:24:30.931.0	0x0000076c	数据帧	标准帧	8	C1 CC FC D3 7B FF 7F 17 
1360	接收	 13:24:30.931.0	0x0000076d	数据帧	标准帧	4	43 80 00 80 
1361	接收	 13:24:30.931.0	0x0000076e	数据帧	标准帧	8	C2 82 03 FF 7F FF 7F 0D 
1362	接收	 13:24:30.931.0	0x0000076f	数据帧	标准帧	4	DE 7F 00 80 
1363	接收	 13:24:30.931.0	0x00000728	数据帧	标准帧	3	01 08 00 
1364	接收	 13:24:30.964.0	0x00000440	数据帧	标准帧	8	00 00 29 00 00 00 00 00 
1365	接收	 13:24:31.011.0	0x00000700	数据帧	标准帧	8	00 00 00 01 01 00 07 00 
1366	接收	 13:24:31.011.0	0x00000760	数据帧	标准帧	8	00 86 27 00 00 00 00 00 
1367	接收	 13:24:31.011.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
1368	接收	 13:24:31.011.0	0x00000703	数据帧	标准帧	7	80 02 18 00 F5 FE 37 
1369	接收	 13:24:31.011.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
1370	接收	 13:24:31.011.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
1371	接收	 13:24:31.011.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
1372	接收	 13:24:31.011.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
1373	接收	 13:24:31.011.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
1374	接收	 13:24:31.011.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
1375	接收	 13:24:31.011.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
1376	接收	 13:24:31.011.0	0x00000669	数据帧	标准帧	8	20 20 FA 00 00 20 E0 05 
1377	接收	 13:24:31.011.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 5A F2 F5 
1378	接收	 13:24:31.011.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F DD 7E 
1379	接收	 13:24:31.011.0	0x00000738	数据帧	标准帧	6	01 7A 00 F2 03 00 
1380	接收	 13:24:31.011.0	0x00000739	数据帧	标准帧	8	08 27 05 77 03 DB 0F 83 
1381	接收	 13:24:31.011.0	0x0000073a	数据帧	标准帧	8	3F 1C 41 F0 FF 00 08 7F 
1382	接收	 13:24:31.011.0	0x0000073b	数据帧	标准帧	8	23 02 29 01 C6 03 51 02 
1383	接收	 13:24:31.011.0	0x00000766	数据帧	标准帧	8	C2 20 FE FF 7F FF 7F 00 
1384	接收	 13:24:31.011.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
1385	接收	 13:24:31.011.0	0x00000768	数据帧	标准帧	8	C2 E0 01 FF 7F FF 7F 00 
1386	接收	 13:24:31.011.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
1387	接收	 13:24:31.011.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
1388	接收	 13:24:31.011.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
1389	接收	 13:24:31.011.0	0x0000076c	数据帧	标准帧	8	C1 8B FC AE 78 FF 7F 10 
1390	接收	 13:24:31.011.0	0x0000076d	数据帧	标准帧	4	6A 80 00 80 
1391	接收	 13:24:31.011.0	0x0000076e	数据帧	标准帧	8	C2 82 03 FF 7F FF 7F 0D 
1392	接收	 13:24:31.011.0	0x0000076f	数据帧	标准帧	4	DE 7F 00 80 
1393	接收	 13:24:31.011.0	0x00000728	数据帧	标准帧	3	01 08 00 
1394	接收	 13:24:31.115.0	0x00000700	数据帧	标准帧	8	00 00 00 01 01 00 07 00 
1395	接收	 13:24:31.115.0	0x00000760	数据帧	标准帧	8	00 86 27 00 00 00 00 00 
1396	接收	 13:24:31.115.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
1397	接收	 13:24:31.115.0	0x00000703	数据帧	标准帧	7	80 01 E5 00 B8 FE 08 
1398	接收	 13:24:31.115.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
1399	接收	 13:24:31.115.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
1400	接收	 13:24:31.115.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
1401	接收	 13:24:31.115.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
1402	接收	 13:24:31.115.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
1403	接收	 13:24:31.115.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
1404	接收	 13:24:31.115.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
1405	接收	 13:24:31.115.0	0x00000669	数据帧	标准帧	8	20 20 FA 00 00 20 E0 05 
1406	接收	 13:24:31.115.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 5B 1B C7 
1407	接收	 13:24:31.115.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F 09 7F 
1408	接收	 13:24:31.115.0	0x00000738	数据帧	标准帧	6	01 C4 00 F2 03 00 
1409	接收	 13:24:31.115.0	0x00000739	数据帧	标准帧	8	08 25 05 77 03 D6 0F 83 
1410	接收	 13:24:31.115.0	0x0000073a	数据帧	标准帧	8	3F 1C 42 F0 FF 00 08 7F 
1411	接收	 13:24:31.115.0	0x0000073b	数据帧	标准帧	8	B8 01 2B 01 C2 03 54 02 
1412	接收	 13:24:31.115.0	0x00000766	数据帧	标准帧	8	C2 20 FE FF 7F FF 7F 00 
1413	接收	 13:24:31.115.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
1414	接收	 13:24:31.115.0	0x00000768	数据帧	标准帧	8	C2 E0 01 FF 7F FF 7F 00 
1415	接收	 13:24:31.115.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
1416	接收	 13:24:31.115.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
1417	接收	 13:24:31.115.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
1418	接收	 13:24:31.115.0	0x0000076c	数据帧	标准帧	8	C1 8C FC 52 77 FF 7F 0F 
1419	接收	 13:24:31.115.0	0x0000076d	数据帧	标准帧	4	72 80 00 80 
1420	接收	 13:24:31.115.0	0x0000076e	数据帧	标准帧	8	C2 82 03 FF 7F FF 7F 0D 
1421	接收	 13:24:31.115.0	0x0000076f	数据帧	标准帧	4	DE 7F 00 80 
1422	接收	 13:24:31.115.0	0x00000728	数据帧	标准帧	3	01 08 00 
1423	接收	 13:24:31.146.0	0x00000440	数据帧	标准帧	8	00 00 29 00 00 00 00 00 
1424	接收	 13:24:31.193.0	0x00000700	数据帧	标准帧	8	00 00 00 01 01 00 07 00 
1425	接收	 13:24:31.193.0	0x00000760	数据帧	标准帧	8	00 86 27 00 00 00 00 00 
1426	接收	 13:24:31.193.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
1427	接收	 13:24:31.193.0	0x00000703	数据帧	标准帧	7	80 01 F8 00 CF FE 30 
1428	接收	 13:24:31.193.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
1429	接收	 13:24:31.193.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
1430	接收	 13:24:31.193.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
1431	接收	 13:24:31.193.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
1432	接收	 13:24:31.193.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
1433	接收	 13:24:31.193.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
1434	接收	 13:24:31.193.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
1435	接收	 13:24:31.193.0	0x00000669	数据帧	标准帧	8	20 20 FA 00 00 20 E0 05 
1436	接收	 13:24:31.193.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 5A 93 66 
1437	接收	 13:24:31.193.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F 76 7E 
1438	接收	 13:24:31.193.0	0x00000738	数据帧	标准帧	6	01 59 00 F2 03 00 
1439	接收	 13:24:31.193.0	0x00000739	数据帧	标准帧	8	08 1E 05 76 03 CF 0F 83 
1440	接收	 13:24:31.193.0	0x0000073a	数据帧	标准帧	8	3F 1C 43 F0 FF 00 08 7F 
1441	接收	 13:24:31.193.0	0x0000073b	数据帧	标准帧	8	77 02 5E 01 C1 03 5C 02 
1442	接收	 13:24:31.193.0	0x00000766	数据帧	标准帧	8	C2 20 FE FF 7F FF 7F 00 
1443	接收	 13:24:31.193.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
1444	接收	 13:24:31.193.0	0x00000768	数据帧	标准帧	8	C2 E0 01 FF 7F FF 7F 00 
1445	接收	 13:24:31.193.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
1446	接收	 13:24:31.193.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
1447	接收	 13:24:31.193.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
1448	接收	 13:24:31.193.0	0x0000076c	数据帧	标准帧	8	C1 BB FC A3 77 FF 7F 0E 
1449	接收	 13:24:31.193.0	0x0000076d	数据帧	标准帧	4	67 80 00 80 
1450	接收	 13:24:31.193.0	0x0000076e	数据帧	标准帧	8	C2 82 03 FF 7F FF 7F 0D 
1451	接收	 13:24:31.193.0	0x0000076f	数据帧	标准帧	4	DE 7F 00 80 
1452	接收	 13:24:31.193.0	0x00000728	数据帧	标准帧	3	01 08 00 
1453	接收	 13:24:31.240.0	0x00000440	数据帧	标准帧	8	00 00 29 00 00 00 00 00 
1454	接收	 13:24:31.287.0	0x00000700	数据帧	标准帧	8	00 00 00 01 01 00 07 00 
1455	接收	 13:24:31.287.0	0x00000760	数据帧	标准帧	8	00 86 27 00 00 00 00 00 
1456	接收	 13:24:31.287.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
1457	接收	 13:24:31.287.0	0x00000703	数据帧	标准帧	7	80 01 C9 00 F0 FE 3B 
1458	接收	 13:24:31.287.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
1459	接收	 13:24:31.287.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
1460	接收	 13:24:31.287.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
1461	接收	 13:24:31.287.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
1462	接收	 13:24:31.287.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
1463	接收	 13:24:31.287.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
1464	接收	 13:24:31.287.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
1465	接收	 13:24:31.287.0	0x00000669	数据帧	标准帧	8	20 20 FA 00 00 20 E0 05 
1466	接收	 13:24:31.287.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 5A 3C A8 
1467	接收	 13:24:31.287.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F 18 7E 
1468	接收	 13:24:31.287.0	0x00000738	数据帧	标准帧	6	01 A3 00 F2 03 00 
1469	接收	 13:24:31.287.0	0x00000739	数据帧	标准帧	8	08 1B 05 75 03 CD 0F 83 
1470	接收	 13:24:31.287.0	0x0000073a	数据帧	标准帧	8	3F 1C 44 F0 FF 00 08 7F 
1471	接收	 13:24:31.287.0	0x0000073b	数据帧	标准帧	8	EB 01 2A 01 C2 03 60 02 
1472	接收	 13:24:31.287.0	0x00000766	数据帧	标准帧	8	C2 20 FE FF 7F FF 7F 00 
1473	接收	 13:24:31.287.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
1474	接收	 13:24:31.287.0	0x00000768	数据帧	标准帧	8	C2 E0 01 FF 7F FF 7F 00 
1475	接收	 13:24:31.287.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
1476	接收	 13:24:31.287.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
1477	接收	 13:24:31.287.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
1478	接收	 13:24:31.287.0	0x0000076c	数据帧	标准帧	8	C1 75 FD FF 7F FF 7F 0C 
1479	接收	 13:24:31.287.0	0x0000076d	数据帧	标准帧	4	F4 7F 00 80 
1480	接收	 13:24:31.287.0	0x0000076e	数据帧	标准帧	8	C2 82 03 FF 7F FF 7F 0D 
1481	接收	 13:24:31.287.0	0x0000076f	数据帧	标准帧	4	DE 7F 00 80 
1482	接收	 13:24:31.287.0	0x00000728	数据帧	标准帧	3	01 08 00 
1483	接收	 13:24:31.351.0	0x00000440	数据帧	标准帧	8	00 00 29 00 00 00 00 00 
1484	接收	 13:24:31.351.0	0x00000700	数据帧	标准帧	8	00 00 00 01 01 00 07 00 
1485	接收	 13:24:31.351.0	0x00000760	数据帧	标准帧	8	00 86 27 00 00 00 00 00 
1486	接收	 13:24:31.351.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
1487	接收	 13:24:31.351.0	0x00000703	数据帧	标准帧	7	80 01 B4 01 08 FE 1D 
1488	接收	 13:24:31.351.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
1489	接收	 13:24:31.351.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
1490	接收	 13:24:31.351.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
1491	接收	 13:24:31.351.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
1492	接收	 13:24:31.383.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
1493	接收	 13:24:31.383.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
1494	接收	 13:24:31.383.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
1495	接收	 13:24:31.383.0	0x00000669	数据帧	标准帧	8	20 20 FA 00 00 20 E0 05 
1496	接收	 13:24:31.383.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 59 EB 04 
1497	接收	 13:24:31.383.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F C0 7D 
1498	接收	 13:24:31.383.0	0x00000738	数据帧	标准帧	6	01 EE 00 F2 03 00 
1499	接收	 13:24:31.383.0	0x00000739	数据帧	标准帧	8	08 19 05 75 03 CC 0F 83 
1500	接收	 13:24:31.383.0	0x0000073a	数据帧	标准帧	8	3F 1C 45 F0 FF 00 08 7F 
1501	接收	 13:24:31.383.0	0x0000073b	数据帧	标准帧	8	EE 00 10 01 C6 03 61 02 
1502	接收	 13:24:31.383.0	0x00000766	数据帧	标准帧	8	C2 20 FE FF 7F FF 7F 00 
1503	接收	 13:24:31.383.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
1504	接收	 13:24:31.383.0	0x00000768	数据帧	标准帧	8	C2 E0 01 FF 7F FF 7F 00 
1505	接收	 13:24:31.383.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
1506	接收	 13:24:31.383.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
1507	接收	 13:24:31.383.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
1508	接收	 13:24:31.383.0	0x0000076c	数据帧	标准帧	8	C1 5D FD DA 80 FF 7F 0A 
1509	接收	 13:24:31.383.0	0x0000076d	数据帧	标准帧	4	FB 7F 00 80 
1510	接收	 13:24:31.383.0	0x0000076e	数据帧	标准帧	8	C2 82 03 FF 7F FF 7F 0D 
1511	接收	 13:24:31.383.0	0x0000076f	数据帧	标准帧	4	DE 7F 00 80 
1512	接收	 13:24:31.383.0	0x00000728	数据帧	标准帧	3	01 08 00 
1513	接收	 13:24:31.445.0	0x00000440	数据帧	标准帧	8	00 00 29 00 00 00 00 00 
1514	接收	 13:24:31.445.0	0x00000700	数据帧	标准帧	8	00 00 00 01 01 00 07 00 
1515	接收	 13:24:31.445.0	0x00000760	数据帧	标准帧	8	00 86 27 00 00 00 00 00 
1516	接收	 13:24:31.445.0	0x00000727	数据帧	标准帧	8	64 00 FE 00 FE 00 FE 00 
1517	接收	 13:24:31.445.0	0x00000703	数据帧	标准帧	7	80 01 8F 00 F6 FE 28 
1518	接收	 13:24:31.445.0	0x00000400	数据帧	标准帧	8	28 05 9B 02 00 00 00 00 
1519	接收	 13:24:31.445.0	0x00000401	数据帧	标准帧	8	01 05 05 7A 16 05 00 00 
1520	接收	 13:24:31.445.0	0x00000402	数据帧	标准帧	8	0F 00 0F 00 06 10 04 03 
1521	接收	 13:24:31.445.0	0x00000403	数据帧	标准帧	8	4F 00 FF 03 00 00 00 00 
1522	接收	 13:24:31.445.0	0x00000410	数据帧	标准帧	8	4C 23 04 00 00 00 00 00 
1523	接收	 13:24:31.445.0	0x00000411	数据帧	标准帧	8	00 8C 34 5D 00 00 00 00 
1524	接收	 13:24:31.445.0	0x00000412	数据帧	标准帧	8	02 0A 02 06 05 03 00 00 
1525	接收	 13:24:31.445.0	0x00000669	数据帧	标准帧	8	20 20 FA 00 00 20 E0 05 
1526	接收	 13:24:31.445.0	0x00000650	数据帧	标准帧	8	BF 80 00 00 42 5A 00 5B 
1527	接收	 13:24:31.445.0	0x00000737	数据帧	标准帧	8	00 80 00 08 FF 7F D7 7D 
1528	接收	 13:24:31.445.0	0x00000738	数据帧	标准帧	6	01 38 00 F2 03 00 
1529	接收	 13:24:31.445.0	0x00000739	数据帧	标准帧	8	08 1C 05 75 03 D3 0F 83 
1530	接收	 13:24:31.445.0	0x0000073a	数据帧	标准帧	8	3F 1C 46 F0 FF 00 08 7F 
1531	接收	 13:24:31.445.0	0x0000073b	数据帧	标准帧	8	89 00 3D 00 D7 03 62 02 
1532	接收	 13:24:31.445.0	0x00000766	数据帧	标准帧	8	C2 20 FE FF 7F FF 7F 00 
1533	接收	 13:24:31.445.0	0x00000767	数据帧	标准帧	4	FF 7F 00 80 
1534	接收	 13:24:31.445.0	0x00000768	数据帧	标准帧	8	C2 E0 01 FF 7F FF 7F 00 
1535	接收	 13:24:31.445.0	0x00000769	数据帧	标准帧	4	FF 7F 00 80 
1536	接收	 13:24:31.445.0	0x0000076a	数据帧	标准帧	8	FF 7F 00 00 00 00 00 00 
1537	接收	 13:24:31.445.0	0x0000076b	数据帧	标准帧	8	02 00 00 00 00 00 00 00 
1538	接收	 13:24:31.445.0	0x0000076c	数据帧	标准帧	8	C1 60 FD AE 80 FF 7F 09 
1539	接收	 13:24:31.445.0	0x0000076d	数据帧	标准帧	4	FD 7F 00 80 
1540	接收	 13:24:31.445.0	0x0000076e	数据帧	标准帧	8	C2 82 03 FF 7F FF 7F 0D 
1541	接收	 13:24:31.445.0	0x0000076f	数据帧	标准帧	4	DE 7F 00 80 
1542	接收	 13:24:31.476.0	0x00000728	数据帧	标准帧	3	01 08 00 
1543	接收	 13:24:31.554.0	0x00000440	数据帧	标准帧	8	00 00 29 00 00 00 00 00 
